"","location","continent","date","people_fully_vaccinated","people_fully_vaccinated_per_hundred","new_cases","total_cases","new_deaths","new_deaths_per_million","total_deaths_per_million"
"11930","French Polynesia","Oceania",2021-09-28,138619,49.06,0,40178,1,3.539,2183.808
"11931","French Polynesia","Oceania",2021-10-05,141882,50.22,0,40178,1,3.539,2208.584
"11932","French Polynesia","Oceania",2021-10-12,144124,51.01,0,45359,0,0,2226.281
"11933","French Polynesia","Oceania",2021-10-18,147185,52.09,0,45439,2,7.079,2247.517
"11934","French Polynesia","Oceania",2021-11-01,147185,52.09,0,45541,0,0,2251.057
"11935","French Polynesia","Oceania",2021-11-15,153474,54.32,0,45573,0,0,2251.057
"11936","French Polynesia","Oceania",2021-11-22,153474,54.32,0,45609,0,0,2251.057
"11937","French Polynesia","Oceania",2021-11-30,155959,55.2,0,45609,0,0,2251.057
"11938","French Polynesia","Oceania",2021-12-06,155959,55.2,1,46324,0,0,2251.057
"11939","French Polynesia","Oceania",2021-12-13,157563,55.77,0,46334,0,0,2251.057
"11940","French Polynesia","Oceania",2021-12-20,159100,56.31,0,46342,0,0,2251.057
"11941","French Polynesia","Oceania",2022-01-04,159100,56.31,92,46474,0,0,2251.057
"11942","French Polynesia","Oceania",2022-01-18,166049,58.77,143,47275,0,0,2251.057
"11943","French Polynesia","Oceania",2022-02-07,166049,58.77,0,49521,0,0,2251.057
"11944","French Polynesia","Oceania",2022-02-14,166049,58.77,2805,56658,0,0,2254.596
"11945","French Polynesia","Oceania",2022-02-21,166049,58.77,1855,62571,0,0,2254.596
"11946","French Polynesia","Oceania",2022-02-28,180023,63.72,1116,66699,1,3.539,2261.675
"11947","French Polynesia","Oceania",2022-03-07,180807,63.99,550,68975,1,3.539,2275.832
"11948","French Polynesia","Oceania",2022-03-14,180807,63.99,278,70436,2,7.079,2282.911
"11949","French Polynesia","Oceania",2022-03-21,180807,63.99,226,71469,0,0,2282.911
"11950","French Polynesia","Oceania",2022-03-28,180807,63.99,190,72058,0,0,2286.45
"11951","French Polynesia","Oceania",2022-04-04,180807,63.99,68,72386,1,3.539,2289.99
"11952","French Polynesia","Oceania",2022-04-11,180807,63.99,42,72570,0,0,2293.529
"11953","French Polynesia","Oceania",2022-04-18,180807,63.99,0,72596,0,0,2293.529
"11954","French Polynesia","Oceania",2022-04-25,180807,63.99,30,72678,0,0,2293.529
"11955","French Polynesia","Oceania",2022-05-02,180807,63.99,26,72746,0,0,2293.529
"11956","Gabon","Africa",2021-04-14,67,0,595,21566,3,1.316,57.924
"11957","Gabon","Africa",2021-04-16,400,0.02,0,21566,0,0,57.924
"11958","Gabon","Africa",2021-04-19,763,0.03,174,22032,3,1.316,59.68
"11959","Gabon","Africa",2021-04-21,1342,0.06,196,22228,0,0,59.68
"11960","Gabon","Africa",2021-04-23,2002,0.09,205,22433,2,0.878,60.557
"11961","Gabon","Africa",2021-04-30,2643,0.12,257,23075,1,0.439,60.996
"11962","Gabon","Africa",2021-05-05,3849,0.17,0,23201,0,0,61.435
"11963","Gabon","Africa",2021-05-17,6602,0.29,110,23909,2,0.878,63.629
"11964","Gabon","Africa",2021-05-29,8172,0.36,0,24365,0,0,65.823
"11965","Gabon","Africa",2021-06-05,9019,0.4,0,24591,0,0,67.579
"11966","Gabon","Africa",2021-06-09,9973,0.44,45,24696,2,0.878,68.456
"11967","Gabon","Africa",2021-06-11,9973,0.44,40,24736,0,0,68.456
"11968","Gabon","Africa",2021-06-12,10331,0.45,0,24736,0,0,68.456
"11969","Gabon","Africa",2021-06-23,11458,0.5,73,24958,1,0.439,69.773
"11970","Gabon","Africa",2021-06-30,18272,0.8,0,24984,0,0,69.773
"11971","Gabon","Africa",2021-07-05,22139,0.97,30,25106,2,0.878,70.65
"11972","Gabon","Africa",2021-07-12,26383,1.16,34,25198,0,0,71.089
"11973","Gabon","Africa",2021-07-19,32261,1.42,23,25283,1,0.439,71.528
"11974","Gabon","Africa",2021-07-24,34351,1.51,0,25325,0,0,71.528
"11975","Gabon","Africa",2021-08-03,40925,1.8,0,25405,0,0,71.967
"11976","Gabon","Africa",2021-08-05,42363,1.86,0,25440,0,0,72.406
"11977","Gabon","Africa",2021-08-09,45837,2.01,25,25487,0,0,72.406
"11978","Gabon","Africa",2021-08-12,48760,2.14,0,25529,0,0,72.406
"11979","Gabon","Africa",2021-08-20,53037,2.33,41,25667,0,0,72.406
"11980","Gabon","Africa",2021-08-25,53037,2.33,45,25762,0,0,72.406
"11981","Gabon","Africa",2021-09-03,62250,2.73,191,26079,1,0.439,73.283
"11982","Gabon","Africa",2021-09-16,71076,3.12,0,27291,0,0,76.355
"11983","Gabon","Africa",2021-09-22,76508,3.36,606,28726,2,0.878,78.11
"11984","Gabon","Africa",2021-09-30,78064,3.43,640,30155,3,1.316,81.621
"11985","Gabon","Africa",2021-10-07,80462,3.53,0,31584,0,0,86.448
"11986","Gabon","Africa",2021-10-14,86340,3.79,539,33115,4,1.755,91.714
"11987","Gabon","Africa",2021-10-21,91802,4.03,0,34281,0,0,96.102
"11988","Gabon","Africa",2021-10-29,97396,4.27,273,35525,4,1.755,104.878
"11989","Gabon","Africa",2021-11-01,100155,4.4,0,35525,0,0,104.878
"11990","Gabon","Africa",2021-11-04,100155,4.4,0,36020,0,0,109.267
"11991","Gabon","Africa",2021-11-08,105175,4.62,136,36310,5,2.194,113.655
"11992","Gabon","Africa",2021-11-10,105175,4.62,257,36587,3,1.316,114.971
"11993","Gabon","Africa",2021-11-15,108176,4.75,95,36787,2,0.878,117.604
"11994","Gabon","Africa",2021-11-22,111626,4.9,113,37158,1,0.439,120.237
"11995","Gabon","Africa",2021-11-24,111626,4.9,65,37223,2,0.878,121.115
"11996","Gabon","Africa",2021-12-04,142082,6.23,86,37477,1,0.439,122.87
"11997","Gabon","Africa",2021-12-13,173123,7.6,0,37591,0,0,123.748
"11998","Gabon","Africa",2022-01-16,221631,9.73,0,45152,0,0,130.33
"11999","Gabon","Africa",2022-02-09,245649,10.78,37,47399,0,0,132.524
"12000","Gabon","Africa",2022-03-17,250565,11,0,47570,0,0,132.963
"12001","Gabon","Africa",2022-03-24,251797,11.05,3,47584,0,0,132.963
"12002","Gabon","Africa",2022-03-31,251797,11.05,0,47584,0,0,132.963
"12003","Gabon","Africa",2022-04-26,254453,11.17,0,47597,0,0,132.963
"12004","Gabon","Africa",2022-05-01,255200,11.2,0,47602,0,0,133.402
"12005","Gambia","Africa",2021-06-08,10389,0.42,0,6002,0,0,71.976
"12006","Gambia","Africa",2021-06-23,10389,0.42,0,6045,0,0,72.78
"12007","Gambia","Africa",2021-06-30,11825,0.48,0,6079,0,0,72.78
"12008","Gambia","Africa",2021-07-15,12303,0.49,89,6610,0,0,75.595
"12009","Gambia","Africa",2021-08-23,148842,5.98,31,9470,5,2.011,121.032
"12010","Gambia","Africa",2021-08-25,155785,6.26,0,9470,0,0,121.032
"12011","Gambia","Africa",2021-08-28,157804,6.35,0,9533,0,0,125.053
"12012","Gambia","Africa",2021-08-29,158224,6.36,93,9626,3,1.206,126.26
"12013","Gambia","Africa",2021-08-31,161451,6.49,0,9698,0,0,128.27
"12014","Gambia","Africa",2021-09-03,163926,6.59,21,9736,1,0.402,129.879
"12015","Gambia","Africa",2021-09-07,165785,6.67,0,9789,0,0,131.889
"12016","Gambia","Africa",2021-09-21,170920,6.87,12,9900,2,0.804,134.302
"12017","Gambia","Africa",2021-09-29,171987,6.92,4,9934,3,1.206,135.91
"12018","Gambia","Africa",2021-10-19,203746,8.19,0,9946,0,0,136.312
"12019","Gambia","Africa",2021-10-22,214527,8.63,10,9956,0,0,136.312
"12020","Gambia","Africa",2021-10-26,216356,8.7,3,9959,1,0.402,136.714
"12021","Gambia","Africa",2021-10-31,220502,8.87,0,9965,0,0,136.714
"12022","Gambia","Africa",2021-11-06,222118,8.93,0,9973,0,0,137.116
"12023","Gambia","Africa",2021-11-14,222526,8.95,0,9980,0,0,137.116
"12024","Gambia","Africa",2021-11-21,222890,8.96,2,9988,1,0.402,137.519
"12025","Gambia","Africa",2021-12-02,226037,9.09,3,9992,0,0,137.519
"12026","Gambia","Africa",2021-12-11,228236,9.18,0,9998,0,0,137.519
"12027","Gambia","Africa",2021-12-14,230044,9.25,11,10045,0,0,137.519
"12028","Gambia","Africa",2021-12-28,249515,10.03,0,10136,0,0,137.519
"12029","Gambia","Africa",2022-01-21,304688,12.25,0,11572,0,0,139.529
"12030","Gambia","Africa",2022-02-16,316887,12.74,13,11924,0,0,146.767
"12031","Gambia","Africa",2022-03-14,318161,12.79,10,11973,0,0,146.767
"12032","Georgia","Asia",2021-04-26,2887,0.07,521,304272,18,4.523,1015.887
"12033","Georgia","Asia",2021-04-27,3622,0.09,1578,305850,17,4.272,1020.159
"12034","Georgia","Asia",2021-04-28,4397,0.11,1551,307401,17,4.272,1024.43
"12035","Georgia","Asia",2021-04-29,5218,0.13,1433,308834,18,4.523,1028.953
"12036","Georgia","Asia",2021-04-30,6064,0.15,1476,310310,15,3.769,1032.722
"12037","Georgia","Asia",2021-05-05,7009,0.18,2171,315913,24,6.03,1057.095
"12038","Georgia","Asia",2021-05-06,7873,0.2,1806,317719,20,5.025,1062.121
"12039","Georgia","Asia",2021-05-07,8700,0.22,1547,319266,18,4.523,1066.644
"12040","Georgia","Asia",2021-05-08,9512,0.24,1564,320830,18,4.523,1071.167
"12041","Georgia","Asia",2021-05-10,10852,0.27,549,322468,24,6.03,1081.72
"12042","Georgia","Asia",2021-05-11,11504,0.29,1788,324256,31,7.789,1089.509
"12043","Georgia","Asia",2021-05-12,12375,0.31,1409,325665,27,6.784,1096.294
"12044","Georgia","Asia",2021-05-13,13084,0.33,776,326441,16,4.02,1100.314
"12045","Georgia","Asia",2021-05-14,13507,0.34,1390,327831,18,4.523,1104.837
"12046","Georgia","Asia",2021-05-15,13948,0.35,1576,329407,29,7.287,1112.124
"12047","Georgia","Asia",2021-05-17,14643,0.37,504,330879,27,6.784,1122.928
"12048","Georgia","Asia",2021-05-18,15077,0.38,1562,332441,30,7.538,1130.466
"12049","Georgia","Asia",2021-05-19,15513,0.39,1160,333601,20,5.025,1135.492
"12050","Georgia","Asia",2021-05-20,15874,0.4,1104,334705,21,5.277,1140.769
"12051","Georgia","Asia",2021-05-21,16147,0.41,1064,335769,29,7.287,1148.055
"12052","Georgia","Asia",2021-05-22,16323,0.41,1071,336840,33,8.292,1156.347
"12053","Georgia","Asia",2021-05-24,16555,0.42,388,337961,17,4.272,1165.644
"12054","Georgia","Asia",2021-05-25,16864,0.42,1354,339315,15,3.769,1169.413
"12055","Georgia","Asia",2021-05-26,17518,0.44,1015,340330,28,7.036,1176.449
"12056","Georgia","Asia",2021-05-27,19392,0.49,508,340838,17,4.272,1180.721
"12057","Georgia","Asia",2021-05-28,21058,0.53,1056,341894,28,7.036,1187.756
"12058","Georgia","Asia",2021-05-29,24607,0.62,986,342880,12,3.015,1190.771
"12059","Georgia","Asia",2021-05-31,26101,0.66,360,343963,16,4.02,1199.315
"12060","Georgia","Asia",2021-06-01,30722,0.77,1233,345196,31,7.789,1207.104
"12061","Georgia","Asia",2021-06-02,33718,0.85,954,346150,30,7.538,1214.642
"12062","Georgia","Asia",2021-06-03,37780,0.95,833,346983,19,4.774,1219.416
"12063","Georgia","Asia",2021-06-04,40811,1.03,779,347762,23,5.779,1225.196
"12064","Georgia","Asia",2021-06-05,44396,1.12,832,348594,17,4.272,1229.467
"12065","Georgia","Asia",2021-06-07,47749,1.2,307,349405,24,6.03,1239.769
"12066","Georgia","Asia",2021-06-08,51248,1.29,1023,350428,17,4.272,1244.041
"12067","Georgia","Asia",2021-06-09,54474,1.37,821,351249,31,7.789,1251.83
"12068","Georgia","Asia",2021-06-10,58267,1.46,705,351954,14,3.518,1255.348
"12069","Georgia","Asia",2021-06-11,61315,1.54,695,352649,16,4.02,1259.368
"12070","Georgia","Asia",2021-06-12,63832,1.6,794,353443,22,5.528,1264.896
"12071","Georgia","Asia",2021-06-14,66265,1.67,311,354276,12,3.015,1271.429
"12072","Georgia","Asia",2021-06-15,69197,1.74,1092,355368,23,5.779,1277.209
"12073","Georgia","Asia",2021-06-16,72015,1.81,811,356179,13,3.267,1280.475
"12074","Georgia","Asia",2021-06-17,74495,1.87,741,356920,18,4.523,1284.998
"12075","Georgia","Asia",2021-06-18,76944,1.93,671,357591,17,4.272,1289.27
"12076","Georgia","Asia",2021-06-19,79222,1.99,769,358360,17,4.272,1293.541
"12077","Georgia","Asia",2021-06-21,82189,2.07,260,359141,15,3.769,1300.325
"12078","Georgia","Asia",2021-06-22,84756,2.13,914,360055,24,6.03,1306.356
"12079","Georgia","Asia",2021-06-23,87131,2.19,773,360828,12,3.015,1309.371
"12080","Georgia","Asia",2021-06-24,88754,2.23,656,361484,17,4.272,1313.643
"12081","Georgia","Asia",2021-06-25,90870,2.28,699,362183,9,2.261,1315.904
"12082","Georgia","Asia",2021-06-26,92790,2.33,754,362937,18,4.523,1320.427
"12083","Georgia","Asia",2021-06-28,94740,2.38,352,363874,9,2.261,1325.452
"12084","Georgia","Asia",2021-06-29,96975,2.44,1194,365068,22,5.528,1330.98
"12085","Georgia","Asia",2021-06-30,100072,2.51,1010,366078,19,4.774,1335.755
"12086","Georgia","Asia",2021-07-02,104196,2.62,964,368022,8,2.01,1340.529
"12087","Georgia","Asia",2021-07-05,107039,2.69,838,369886,26,6.533,1350.077
"12088","Georgia","Asia",2021-07-06,107377,2.7,1407,371293,10,2.513,1352.59
"12089","Georgia","Asia",2021-07-07,109825,2.76,1392,372685,11,2.764,1355.354
"12090","Georgia","Asia",2021-07-08,111589,2.8,1043,373728,21,5.277,1360.63
"12091","Georgia","Asia",2021-07-09,113895,2.86,1108,374836,6,1.508,1362.138
"12092","Georgia","Asia",2021-07-22,136734,3.44,2261,395621,18,4.523,1416.161
"12093","Georgia","Asia",2021-07-25,139756,3.51,2061,402759,23,5.779,1429.227
"12094","Georgia","Asia",2021-07-26,142254,3.57,1264,404023,26,6.533,1435.76
"12095","Georgia","Asia",2021-07-27,144222,3.62,3666,407689,17,4.272,1440.032
"12096","Georgia","Asia",2021-07-29,153128,3.85,2796,413626,17,4.272,1449.329
"12097","Georgia","Asia",2021-07-31,157754,3.96,3196,419534,27,6.784,1462.395
"12098","Georgia","Asia",2021-08-01,161542,4.06,2654,422188,33,8.292,1470.687
"12099","Georgia","Asia",2021-08-03,171908,4.32,4827,428670,34,8.543,1485.009
"12100","Georgia","Asia",2021-08-04,178077,4.47,4233,432903,38,9.548,1494.558
"12101","Georgia","Asia",2021-08-05,182915,4.6,3670,436573,38,9.548,1504.106
"12102","Georgia","Asia",2021-08-06,189774,4.77,3780,440353,30,7.538,1511.644
"12103","Georgia","Asia",2021-08-07,194449,4.89,4216,444569,38,9.548,1521.192
"12104","Georgia","Asia",2021-08-08,197118,4.95,3344,447913,30,7.538,1528.73
"12105","Georgia","Asia",2021-08-09,204234,5.13,2236,450149,44,11.056,1539.786
"12106","Georgia","Asia",2021-08-10,210776,5.3,5697,455846,54,13.569,1553.355
"12107","Georgia","Asia",2021-08-11,218167,5.48,5352,461198,48,12.061,1565.416
"12108","Georgia","Asia",2021-08-12,225053,5.65,5128,466326,49,12.312,1577.728
"12109","Georgia","Asia",2021-08-13,229236,5.76,5359,471685,42,10.553,1588.282
"12110","Georgia","Asia",2021-08-14,237149,5.96,5579,477264,50,12.564,1600.845
"12111","Georgia","Asia",2021-08-16,245207,6.16,2676,484254,30,7.538,1617.178
"12112","Georgia","Asia",2021-08-18,258303,6.49,5914,496376,49,12.312,1641.3
"12113","Georgia","Asia",2021-08-19,266962,6.71,4921,501297,58,14.574,1655.873
"12114","Georgia","Asia",2021-08-22,286187,7.19,3803,514744,48,12.061,1701.353
"12115","Georgia","Asia",2021-08-23,294365,7.4,2354,517098,60,15.076,1716.43
"12116","Georgia","Asia",2021-08-24,318912,8.01,5924,523022,60,15.076,1731.506
"12117","Georgia","Asia",2021-08-25,331736,8.34,5021,528043,58,14.574,1746.079
"12118","Georgia","Asia",2021-08-26,345315,8.68,4128,532171,79,19.85,1765.93
"12119","Georgia","Asia",2021-08-28,374870,9.42,4247,540449,74,18.594,1802.867
"12120","Georgia","Asia",2021-08-29,383454,9.64,2669,543118,76,19.097,1821.963
"12121","Georgia","Asia",2021-08-31,408663,10.27,4778,549811,79,19.85,1861.413
"12122","Georgia","Asia",2021-09-01,421785,10.6,3886,553697,74,18.594,1880.007
"12123","Georgia","Asia",2021-09-02,437094,10.98,3212,556909,81,20.353,1900.36
"12124","Georgia","Asia",2021-09-04,475748,11.95,2684,562627,83,20.855,1942.824
"12125","Georgia","Asia",2021-09-05,480613,12.08,2210,564837,74,18.594,1961.418
"12126","Georgia","Asia",2021-09-06,489194,12.29,1120,565957,61,15.328,1976.746
"12127","Georgia","Asia",2021-09-07,509722,12.81,1965,567922,50,12.564,1989.309
"12128","Georgia","Asia",2021-09-10,553912,13.92,2262,575210,54,13.569,2032.528
"12129","Georgia","Asia",2021-09-12,605529,15.22,1838,580869,39,9.8,2056.65
"12130","Georgia","Asia",2021-09-14,619889,15.58,3221,585036,54,13.569,2082.28
"12131","Georgia","Asia",2021-09-16,675215,16.97,2176,589727,43,10.805,2108.16
"12132","Georgia","Asia",2021-09-19,707563,17.78,1501,595264,43,10.805,2146.102
"12133","Georgia","Asia",2021-09-20,719076,18.07,662,595926,34,8.543,2154.646
"12134","Georgia","Asia",2021-09-21,729995,18.34,2470,598396,46,11.558,2166.204
"12135","Georgia","Asia",2021-09-22,740814,18.61,2016,600412,43,10.805,2177.009
"12136","Georgia","Asia",2021-09-23,751410,18.88,1653,602065,47,11.81,2188.818
"12137","Georgia","Asia",2021-09-25,762231,19.15,1597,605360,38,9.548,2207.915
"12138","Georgia","Asia",2021-09-26,777621,19.54,1132,606492,30,7.538,2215.453
"12139","Georgia","Asia",2021-09-27,785850,19.75,663,607155,27,6.784,2222.237
"12140","Georgia","Asia",2021-09-28,796129,20,2185,609340,40,10.051,2232.288
"12141","Georgia","Asia",2021-10-02,825321,20.74,1826,616589,29,7.287,2262.692
"12142","Georgia","Asia",2021-10-03,828964,20.83,1164,617753,33,8.292,2270.984
"12143","Georgia","Asia",2021-10-04,835645,21,867,618620,30,7.538,2278.522
"12144","Georgia","Asia",2021-10-06,843289,21.19,2410,623830,24,6.03,2295.106
"12145","Georgia","Asia",2021-10-09,864309,21.72,2844,631563,29,7.287,2316.966
"12146","Georgia","Asia",2021-10-10,874060,21.96,2490,634053,25,6.282,2323.248
"12147","Georgia","Asia",2021-10-11,879630,22.1,1530,635583,23,5.779,2329.027
"12148","Georgia","Asia",2021-10-13,884902,22.23,4837,645195,26,6.533,2344.857
"12149","Georgia","Asia",2021-10-14,892410,22.42,4212,649407,38,9.548,2354.406
"12150","Georgia","Asia",2021-10-19,907106,22.79,5739,670552,36,9.046,2398.629
"12151","Georgia","Asia",2021-11-03,946395,23.78,6024,732965,49,12.312,2559.191
"12152","Georgia","Asia",2021-11-04,948507,23.83,5206,738171,53,13.317,2572.509
"12153","Georgia","Asia",2021-11-06,952248,23.93,5240,748751,68,17.086,2605.174
"12154","Georgia","Asia",2021-11-07,952831,23.94,4104,752855,67,16.835,2622.009
"12155","Georgia","Asia",2021-11-08,954991,24,2191,755046,74,18.594,2640.603
"12156","Georgia","Asia",2021-11-09,957399,24.06,6021,761067,75,18.845,2659.448
"12157","Georgia","Asia",2021-11-11,961973,24.17,4563,771381,77,19.348,2698.395
"12158","Georgia","Asia",2021-11-12,964580,24.24,4445,775826,77,19.348,2717.743
"12159","Georgia","Asia",2021-11-13,966143,24.28,4565,780391,78,19.599,2737.342
"12160","Georgia","Asia",2021-11-15,969209,24.35,1820,785911,82,20.604,2778.299
"12161","Georgia","Asia",2021-11-16,971578,24.41,5204,791115,83,20.855,2799.155
"12162","Georgia","Asia",2021-11-17,973796,24.47,4732,795847,72,18.091,2817.246
"12163","Georgia","Asia",2021-11-19,978208,24.58,4278,804571,63,15.83,2852.424
"12164","Georgia","Asia",2021-11-21,980213,24.63,3357,812246,76,19.097,2889.11
"12165","Georgia","Asia",2021-11-22,982714,24.69,1851,814097,55,13.82,2902.929
"12166","Georgia","Asia",2021-11-23,984539,24.74,5085,819182,62,15.579,2918.508
"12167","Georgia","Asia",2021-11-25,989533,24.86,4331,826714,57,14.322,2948.912
"12168","Georgia","Asia",2021-11-28,995303,25.01,3333,838639,56,14.071,2996.905
"12169","Georgia","Asia",2021-12-03,1014258,25.49,4100,857933,67,16.835,3080.075
"12170","Georgia","Asia",2021-12-05,1018984,25.6,3410,865293,46,11.558,3101.684
"12171","Georgia","Asia",2021-12-06,1023779,25.72,1778,867071,63,15.83,3117.514
"12172","Georgia","Asia",2021-12-07,1028797,25.85,4509,871580,59,14.825,3132.339
"12173","Georgia","Asia",2021-12-08,1033455,25.97,4226,875806,53,13.317,3145.657
"12174","Georgia","Asia",2021-12-10,1042961,26.21,3454,882822,49,12.312,3173.799
"12175","Georgia","Asia",2021-12-12,1047569,26.32,2922,889286,36,9.046,3198.926
"12176","Georgia","Asia",2021-12-13,1052986,26.46,1527,890813,46,11.558,3210.485
"12177","Georgia","Asia",2021-12-14,1058106,26.59,3988,894801,49,12.312,3222.797
"12178","Georgia","Asia",2021-12-15,1063784,26.73,3278,898079,53,13.317,3236.114
"12179","Georgia","Asia",2021-12-16,1069324,26.87,3123,901202,39,9.8,3245.914
"12180","Georgia","Asia",2021-12-17,1074608,27,2979,904181,53,13.317,3259.231
"12181","Georgia","Asia",2021-12-18,1078455,27.1,2784,906965,53,13.317,3272.548
"12182","Georgia","Asia",2021-12-19,1080161,27.14,2195,909160,47,11.81,3284.358
"12183","Georgia","Asia",2021-12-20,1088111,27.34,1296,910456,45,11.307,3295.665
"12184","Georgia","Asia",2021-12-21,1096229,27.55,3282,913738,53,13.317,3308.983
"12185","Georgia","Asia",2021-12-23,1104100,27.74,2164,918641,68,17.086,3339.135
"12186","Georgia","Asia",2021-12-24,1111336,27.92,1976,920617,78,19.599,3358.734
"12187","Georgia","Asia",2021-12-26,1124908,28.27,1661,924368,69,17.338,3395.169
"12188","Georgia","Asia",2021-12-28,1139831,28.64,2676,928030,63,15.83,3428.839
"12189","Georgia","Asia",2021-12-30,1148962,28.87,2097,932641,51,12.815,3456.981
"12190","Georgia","Asia",2022-01-03,1152662,28.96,943,938583,37,9.297,3503.215
"12191","Georgia","Asia",2022-01-04,1156606,29.06,3590,942173,67,16.835,3520.05
"12192","Georgia","Asia",2022-01-05,1161155,29.18,3436,945609,32,8.041,3528.091
"12193","Georgia","Asia",2022-01-06,1165288,29.28,3567,949176,41,10.302,3538.393
"12194","Georgia","Asia",2022-01-08,1167688,29.34,2622,956032,28,7.036,3556.987
"12195","Georgia","Asia",2022-01-10,1174297,29.51,2953,962827,31,7.789,3572.566
"12196","Georgia","Asia",2022-01-11,1179411,29.64,5486,968313,46,11.558,3584.124
"12197","Georgia","Asia",2022-01-12,1183683,29.74,5596,973909,47,11.81,3595.934
"12198","Georgia","Asia",2022-01-13,1186833,29.82,5326,979235,48,12.061,3607.995
"12199","Georgia","Asia",2022-01-15,1191003,29.93,5381,990183,30,7.538,3624.579
"12200","Georgia","Asia",2022-01-16,1191720,29.94,5504,995687,24,6.03,3630.609
"12201","Georgia","Asia",2022-01-17,1195578,30.04,3656,999343,32,8.041,3638.65
"12202","Georgia","Asia",2022-01-18,1199306,30.14,7521,1006864,31,7.789,3646.439
"12203","Georgia","Asia",2022-01-19,1200091,30.15,8728,1015592,43,10.805,3657.244
"12204","Georgia","Asia",2022-01-20,1202951,30.23,6351,1021943,27,6.784,3664.028
"12205","Georgia","Asia",2022-01-21,1205638,30.29,8767,1030710,49,12.312,3676.34
"12206","Georgia","Asia",2022-01-22,1207073,30.33,11039,1041749,42,10.553,3686.894
"12207","Georgia","Asia",2022-01-24,1207407,30.34,7947,1059392,31,7.789,3701.719
"12208","Georgia","Asia",2022-01-25,1210361,30.41,15762,1075154,42,10.553,3712.272
"12209","Georgia","Asia",2022-01-26,1212744,30.47,17530,1092684,39,9.8,3722.072
"12210","Georgia","Asia",2022-01-27,1216849,30.58,17484,1110168,27,6.784,3728.856
"12211","Georgia","Asia",2022-01-29,1218567,30.62,18274,1145508,41,10.302,3746.696
"12212","Georgia","Asia",2022-01-30,1219721,30.65,17265,1162773,34,8.543,3755.239
"12213","Georgia","Asia",2022-01-31,1221340,30.69,13150,1175923,35,8.794,3764.034
"12214","Georgia","Asia",2022-02-01,1222843,30.73,24201,1200124,36,9.046,3773.08
"12215","Georgia","Asia",2022-02-02,1224149,30.76,26320,1226444,44,11.056,3784.135
"12216","Georgia","Asia",2022-02-03,1225278,30.79,23664,1250108,42,10.553,3794.689
"12217","Georgia","Asia",2022-02-04,1226339,30.81,22263,1272371,39,9.8,3804.488
"12218","Georgia","Asia",2022-02-05,1226924,30.83,23134,1295505,33,8.292,3812.78
"12219","Georgia","Asia",2022-02-07,1228471,30.87,11235,1325838,34,8.543,3830.872
"12220","Georgia","Asia",2022-02-08,1229404,30.89,24616,1350454,54,13.569,3844.44
"12221","Georgia","Asia",2022-02-09,1230594,30.92,25161,1375615,51,12.815,3857.255
"12222","Georgia","Asia",2022-02-10,1231649,30.95,22444,1398059,53,13.317,3870.573
"12223","Georgia","Asia",2022-02-12,1233366,30.99,20326,1438353,57,14.322,3898.715
"12224","Georgia","Asia",2022-02-13,1233566,31,15712,1454065,40,10.051,3908.766
"12225","Georgia","Asia",2022-02-14,1234959,31.03,4028,1458093,21,5.277,3914.042
"12226","Georgia","Asia",2022-02-16,1237539,31.1,15315,1496156,55,13.82,3940.677
"12227","Georgia","Asia",2022-02-17,1238784,31.13,15644,1511800,46,11.558,3952.235
"12228","Georgia","Asia",2022-02-18,1239949,31.16,14405,1526205,42,10.553,3962.789
"12229","Georgia","Asia",2022-02-19,1240491,31.17,13288,1539493,51,12.815,3975.604
"12230","Georgia","Asia",2022-02-20,1240595,31.17,9400,1548893,34,8.543,3984.147
"12231","Georgia","Asia",2022-02-21,1241806,31.2,4775,1553668,32,8.041,3992.187
"12232","Georgia","Asia",2022-02-22,1243218,31.24,12101,1565769,45,11.307,4003.495
"12233","Georgia","Asia",2022-02-24,1244951,31.28,8455,1584454,41,10.302,4025.858
"12234","Georgia","Asia",2022-02-25,1245680,31.3,7482,1591936,32,8.041,4033.898
"12235","Georgia","Asia",2022-02-26,1245978,31.31,6236,1598172,43,10.805,4044.703
"12236","Georgia","Asia",2022-02-27,1246068,31.31,4835,1603007,41,10.302,4055.005
"12237","Georgia","Asia",2022-02-28,1246851,31.33,2465,1605472,25,6.282,4061.287
"12238","Georgia","Asia",2022-03-01,1247387,31.34,6847,1612319,36,9.046,4070.333
"12239","Georgia","Asia",2022-03-02,1247917,31.36,3840,1616159,32,8.041,4078.373
"12240","Georgia","Asia",2022-03-03,1247996,31.36,3115,1619274,43,10.805,4089.178
"12241","Georgia","Asia",2022-03-04,1248559,31.37,1365,1620639,32,8.041,4097.219
"12242","Georgia","Asia",2022-03-05,1248790,31.38,3033,1623672,32,8.041,4105.259
"12243","Georgia","Asia",2022-03-06,1248841,31.38,1700,1625372,28,7.036,4112.295
"12244","Georgia","Asia",2022-03-07,1249476,31.4,910,1626282,32,8.041,4120.336
"12245","Georgia","Asia",2022-03-09,1250026,31.41,865,1629930,26,6.533,4134.909
"12246","Georgia","Asia",2022-03-10,1250641,31.42,1970,1631900,29,7.287,4142.196
"12247","Georgia","Asia",2022-03-11,1251097,31.44,1543,1633443,20,5.025,4147.221
"12248","Georgia","Asia",2022-03-12,1251270,31.44,1243,1634686,25,6.282,4153.503
"12249","Georgia","Asia",2022-03-13,1251296,31.44,823,1635509,24,6.03,4159.534
